input,output
"Do you have a IFB 8 Kg 5 Star Front Load Washing Machine 2X Power Steam (SENATOR WSS 8014, Silver, In-built Heater, 4 years Comprehensiv... for under 45690.0?","product name: IFB 8 Kg 5 Star Front Load Washing Machine 2X Power Steam (SENATOR WSS 8014, Silver, In-built Heater, 4 years Comprehensiv..., price: 45690.0"
"I'm interested in buying a Nutri Star Nutristar Ceramic Filter Candles. Water Filter Candles For Purifying Drinking Water. Diameter 2 Inches, Height-.... It should be priced under 1118.0.","product name: Nutri Star Nutristar Ceramic Filter Candles. Water Filter Candles For Purifying Drinking Water. Diameter 2 Inches, Height-..., price: 1118.0"
"Do you have a Black + Decker Mixer Grinder + Food Processor 800 Watts, 3 Jars and a Bowls With 7 Different Blades for Whipping, Grindin... for under 10500.0?","product name: Black + Decker Mixer Grinder + Food Processor 800 Watts, 3 Jars and a Bowls With 7 Different Blades for Whipping, Grindin..., price: 10500.0"
"I need a Livpure Glo Star RO+UV+UF+Mineraliser - 7 L Storage, 15 LPH Water Purifier for Home, Suitable for Borewell, Tanker, Munici.... It should cost less than 16490.0.","product name: Livpure Glo Star RO+UV+UF+Mineraliser - 7 L Storage, 15 LPH Water Purifier for Home, Suitable for Borewell, Tanker, Munici..., price: 16490.0"
I wish to buy a ACTIVA JuicoMatic Powerful 600 Watt Juicer Mixer Grinder with 3 Jar comes with 2 Years Warranty. My price limit is 6990.0.,"product name: ACTIVA JuicoMatic Powerful 600 Watt Juicer Mixer Grinder with 3 Jar comes with 2 Years Warranty, price: 6990.0"
Is there any Portable Mini AC USB Battery Operated Air Conditioner Mini Water Air Cooler Cooling Fan Blade Less Duel Blower with Ice Ch... available for less than 699.0?,"product name: Portable Mini AC USB Battery Operated Air Conditioner Mini Water Air Cooler Cooling Fan Blade Less Duel Blower with Ice Ch..., price: 699.0"
I'm interested in buying a Kitchen Mart Replacement Chutney Jar Gasket Attachment Compatible with Preethi Zodiac / Zion / Zodiac 2.0 / Steel Supreme .... It should be priced under 299.0.,"product name: Kitchen Mart Replacement Chutney Jar Gasket Attachment Compatible with Preethi Zodiac / Zion / Zodiac 2.0 / Steel Supreme ..., price: 299.0"
Do you have a SAI BALAJI Heavy Duty Refrigerator Stand Double Door/Single Door Stand/Washing Machine Stand/Dishwasher Stand Maroon Color... for under 799.0?,"product name: SAI BALAJI Heavy Duty Refrigerator Stand Double Door/Single Door Stand/Washing Machine Stand/Dishwasher Stand Maroon Color..., price: 799.0"
"I wish to buy a ABZORB-IT CZ-IT Disposable Moisture Absorber, 300 g, Pack of 3. My price limit is 609.0.","product name: ABZORB-IT CZ-IT Disposable Moisture Absorber, 300 g, Pack of 3, price: 609.0"
"Can you find me a RiverSoft SedPads-K-10 Sediment Filter Pads For Kent Gravity Filters | Compatible With Kent Gold, Kent Gold Plus (White, P... for a price below 999.0?","product name: RiverSoft SedPads-K-10 Sediment Filter Pads For Kent Gravity Filters | Compatible With Kent Gold, Kent Gold Plus (White, P..., price: 999.0"
I want to purchase a Credly Korean Style 2 in 1 Multifunctional Nonstick Electric BBQ Raclette Hotpot with Grill Pan (Black).. The price should be no more than 3987.0.,"product name: Credly Korean Style 2 in 1 Multifunctional Nonstick Electric BBQ Raclette Hotpot with Grill Pan (Black)., price: 3987.0"
"I would like to get a Voltas 2 Ton 5 Star Inverter Split AC (Copper Condenser, 245V EAZS, White). The cost should not exceed 84990.0.","product name: Voltas 2 Ton 5 Star Inverter Split AC (Copper Condenser, 245V EAZS, White), price: 84990.0"
"I would like to get a Metis Electronic Platform Weighing Scale, Capacity 50 Kg, Platform Size 14x14 inches, red. The cost should not exceed 7999.0.","product name: Metis Electronic Platform Weighing Scale, Capacity 50 Kg, Platform Size 14x14 inches, red, price: 7999.0"
"I'm interested in buying a Whirlpool 184 L 2 Star Direct-Cool Single Door Refrigerator (205 WDE CLS 2S SAPPHIRE BLUE-Z, Sapphire Blue, Large Vegetabl.... It should be priced under 15400.0.","product name: Whirlpool 184 L 2 Star Direct-Cool Single Door Refrigerator (205 WDE CLS 2S SAPPHIRE BLUE-Z, Sapphire Blue, Large Vegetabl..., price: 15400.0"
"I'm interested in buying a Demokrazy New Nova Lint Cum Fuzz Remover for All Woolens Sweaters, Blankets, Jackets Remover Pill Remover from Carpets, Cu.... It should be priced under 999.0.","product name: Demokrazy New Nova Lint Cum Fuzz Remover for All Woolens Sweaters, Blankets, Jackets Remover Pill Remover from Carpets, Cu..., price: 999.0"
"Please help me find a VEDETIC Bibcock/Tap Aqua 12 Double Layered Big Size Water Filter Bag, Kitchen Bathroom Tap Filter,Water Softener, Water Pu... that costs below 489.0.","product name: VEDETIC Bibcock/Tap Aqua 12 Double Layered Big Size Water Filter Bag, Kitchen Bathroom Tap Filter,Water Softener, Water Pu..., price: 489.0"
"Do you have a QUINTEN Sewing Machine for Home Tailoring Mini Silai Machine with table| Mini Stitching with extension table, foot pedal, ... for under 1999.0?","product name: QUINTEN Sewing Machine for Home Tailoring Mini Silai Machine with table| Mini Stitching with extension table, foot pedal, ..., price: 1999.0"
"I would like to get a Mr. Brand Portable Blender, Personal Size Electric Rechargeable USB Juicer Cup, Fruit Mixer Jar Machine with 4 Blades for .... The cost should not exceed 2199.0.","product name: Mr. Brand Portable Blender, Personal Size Electric Rechargeable USB Juicer Cup, Fruit Mixer Jar Machine with 4 Blades for ..., price: 2199.0"
I wish to buy a Akua Beat Body Protective Cover for Kent Grand Plus + And Kent Grand RO+UV+UF Model Water Purifier (Blue). My price limit is 399.0.,"product name: Akua Beat Body Protective Cover for Kent Grand Plus + And Kent Grand RO+UV+UF Model Water Purifier (Blue), price: 399.0"
"Please help me find a Lifelong LLEKBT01 Electric Kettle 1.5 Litre 1500W for Boiling Water, Soup with Leak proof 750 ML Stainless Steel Bottle Co... that costs below 1500.0.","product name: Lifelong LLEKBT01 Electric Kettle 1.5 Litre 1500W for Boiling Water, Soup with Leak proof 750 ML Stainless Steel Bottle Co..., price: 1500.0"
"I want to purchase a APSAMBR® professional 250 ML Plastic Hair Spray Bottle Mister Spray Bottle Adjustable Spray Storage Container for Hair, Pl.... The price should be no more than 499.0.","product name: APSAMBR® professional 250 ML Plastic Hair Spray Bottle Mister Spray Bottle Adjustable Spray Storage Container for Hair, Pl..., price: 499.0"
I need a Black + Decker Handheld Portable Garment Steamer 1500 Watts with Anti Calc (Violet). It should cost less than 4995.0.,"product name: Black + Decker Handheld Portable Garment Steamer 1500 Watts with Anti Calc (Violet), price: 4995.0"
Can you find me a R.K. AQUA FRESH INDIA K200 Plus 12Ltrs Copper Technology (Ro+Uv+Uf+copper+Tds) Ro Water Purifier for a price below 15999.0?,"product name: R.K. AQUA FRESH INDIA K200 Plus 12Ltrs Copper Technology (Ro+Uv+Uf+copper+Tds) Ro Water Purifier, price: 15999.0"
Can you find me a Mister Magic Fridge & Refrigerator Odor & Remover Gel | Remove Nasty Smell from your Fridge & Refrigerator for 3 Months I ... for a price below 799.0?,"product name: Mister Magic Fridge & Refrigerator Odor & Remover Gel | Remove Nasty Smell from your Fridge & Refrigerator for 3 Months I ..., price: 799.0"
Is there any SWT RO Cover suitable for Blue Star Aristo RO available for less than 490.0?,"product name: SWT RO Cover suitable for Blue Star Aristo RO, price: 490.0"
"I'm looking to buy a Morphy Richards at 402 1450W Pop-Up Toaster,  4-Slice Automatic Pop up Toaster with Removable Crumb Tray, 7-Levels Brownin.... My budget is under 3216.0.","product name: Morphy Richards at 402 1450W Pop-Up Toaster,  4-Slice Automatic Pop up Toaster with Removable Crumb Tray, 7-Levels Brownin..., price: 3216.0"
"I need a Absorbia Moisture Absorber | Absorbia Sachet - Season XL Pack of 12 (200ml Each) | Dehumidier for Bags, Suitcases & Drawer.... It should cost less than 1320.0.","product name: Absorbia Moisture Absorber | Absorbia Sachet - Season XL Pack of 12 (200ml Each) | Dehumidier for Bags, Suitcases & Drawer..., price: 1320.0"
Please help me find a Spareplanet 3 Meter Front or Top Load Fully Automatic Washing Machine Inlet Hose Pipe With Two Type Tap Adapters that costs below 535.0.,"product name: Spareplanet 3 Meter Front or Top Load Fully Automatic Washing Machine Inlet Hose Pipe With Two Type Tap Adapters, price: 535.0"
Can you find me a Vinayak Scales India High Accuracy 500gm x 10mg (0.01g) Analytical Balance Jewellery Weighing Scale with Windshield Case C... for a price below 3200.0?,"product name: Vinayak Scales India High Accuracy 500gm x 10mg (0.01g) Analytical Balance Jewellery Weighing Scale with Windshield Case C..., price: 3200.0"
"Can you find me a AMAZOR Brass Non Return Valve (1 Inch, Yellow) for a price below 1999.0?","product name: AMAZOR Brass Non Return Valve (1 Inch, Yellow), price: 1999.0"
"Do you have a TASMAX mini waffle maker machine 3 in 1 waffle iron home appliances kitchen gift Easy to Clean, Non-Stick Surfaces, 4 Inc... for under 2599.0?","product name: TASMAX mini waffle maker machine 3 in 1 waffle iron home appliances kitchen gift Easy to Clean, Non-Stick Surfaces, 4 Inc..., price: 2599.0"
I want to purchase a @Home by Nilkamal Rectangular 58 Litre Laundry Basket (Grey). The price should be no more than 1999.0.,"product name: @Home by Nilkamal Rectangular 58 Litre Laundry Basket (Grey), price: 1999.0"
"I would like to get a Crompton Fabrimagic 1200 W Steam Iron with 200 ml water tank, Upto 13g /min steam output and Teflon coating soleplate (pur.... The cost should not exceed 1650.0.","product name: Crompton Fabrimagic 1200 W Steam Iron with 200 ml water tank, Upto 13g /min steam output and Teflon coating soleplate (pur..., price: 1650.0"
"I'm looking to buy a Crompton Fabrismart 1600 W Steam Iron with 200 ml water tank, upto 20g /min steam output and Ceramic coating soleplate (Gr.... My budget is under 2700.0.","product name: Crompton Fabrismart 1600 W Steam Iron with 200 ml water tank, upto 20g /min steam output and Ceramic coating soleplate (Gr..., price: 2700.0"
"I want to purchase a Aj Creations Multipurpose Fridge Handle Cover for Oven/Refrigerator, Washable Refrigerator Fridge Handle Cover Used for Al.... The price should be no more than 499.0.","product name: Aj Creations Multipurpose Fridge Handle Cover for Oven/Refrigerator, Washable Refrigerator Fridge Handle Cover Used for Al..., price: 499.0"
Can you find me a Novamax i-Zephyr 90 L Smart Touch & Remote Control Desert Air Cooler For Home/Office With 3-Side High Density Honeycomb Co... for a price below 16590.0?,"product name: Novamax i-Zephyr 90 L Smart Touch & Remote Control Desert Air Cooler For Home/Office With 3-Side High Density Honeycomb Co..., price: 16590.0"
"I'm interested in buying a Goodscity Garment Steamer for Clothes, Steam Iron Press - Vertical & Horizontal Steaming up to 22g/min, 1200 Watt, 230 ml .... It should be priced under 4500.0.","product name: Goodscity Garment Steamer for Clothes, Steam Iron Press - Vertical & Horizontal Steaming up to 22g/min, 1200 Watt, 230 ml ..., price: 4500.0"
"Can you find me a Kuber Industries Flower Design 3 Pieces PVC Fridge Mats,2 Piece Handle Cover and 1 Piece Fridge Top Cover (Maroon, Ctktc34... for a price below 499.0?","product name: Kuber Industries Flower Design 3 Pieces PVC Fridge Mats,2 Piece Handle Cover and 1 Piece Fridge Top Cover (Maroon, Ctktc34..., price: 499.0"
"Is there any AQUALIQUID RO 9""MLT Sediment Filter Cartridge Suitable for All Types of Water Purifier |9"" Pre Filter MLT Candle|Suitable ... available for less than 1129.0?","product name: AQUALIQUID RO 9""MLT Sediment Filter Cartridge Suitable for All Types of Water Purifier |9"" Pre Filter MLT Candle|Suitable ..., price: 1129.0"
I wish to buy a GLS EXPERTS Bullet Juicer Jars - 350ml & 550ml - Compatible with many Mixers (Free Sipper and Cover Caps) (Colors may vary). My price limit is 1295.0.,"product name: GLS EXPERTS Bullet Juicer Jars - 350ml & 550ml - Compatible with many Mixers (Free Sipper and Cover Caps) (Colors may vary), price: 1295.0"
I want to purchase a The Furnishing Tree Split AC Service Wash Bag PVC Cover Waterproof (Transparent). The price should be no more than 1999.0.,"product name: The Furnishing Tree Split AC Service Wash Bag PVC Cover Waterproof (Transparent), price: 1999.0"
"Do you have a bvslf Silica Gel 5gm Pouch 200 pcs Pack, Silica Gel 1 KG Pack, Moisture absorbents, Dehumidifier Silica Gel Bags for Moist... for under 500.0?","product name: bvslf Silica Gel 5gm Pouch 200 pcs Pack, Silica Gel 1 KG Pack, Moisture absorbents, Dehumidifier Silica Gel Bags for Moist..., price: 500.0"
I would like to get a USHA Mist Air Icy 400mm Table Fan Purple (Purple). The cost should not exceed 2340.0.,"product name: USHA Mist Air Icy 400mm Table Fan Purple (Purple), price: 2340.0"
"I would like to get a MIXOSA Electric Handheld Milk Wand Mixer Frother for Latte Coffee Hot Milk, Milk Frother for Coffee, Egg Beater, Hand Blen.... The cost should not exceed 699.0.","product name: MIXOSA Electric Handheld Milk Wand Mixer Frother for Latte Coffee Hot Milk, Milk Frother for Coffee, Egg Beater, Hand Blen..., price: 699.0"
Please help me find a V-Guard Pebble Shine Plus 15 Litre Water Heater (Geyser) with Safe Shock Module and Rust-proof ABS Body | BEE 5 Star Ratin... that costs below 13599.0.,"product name: V-Guard Pebble Shine Plus 15 Litre Water Heater (Geyser) with Safe Shock Module and Rust-proof ABS Body | BEE 5 Star Ratin..., price: 13599.0"
"I'm interested in buying a Haier Robot Vacuum Cleaner with Wet Mopping, 2-in-1 with App & Voice Control, Auto Recharge, Strong 2200 Suction, and Long.... It should be priced under 22999.0.","product name: Haier Robot Vacuum Cleaner with Wet Mopping, 2-in-1 with App & Voice Control, Auto Recharge, Strong 2200 Suction, and Long..., price: 22999.0"
Is there any Sujata KI-28012 900-Watt Juicer Mixer Grinder with 2 Jars (White) available for less than 7929.0?,"product name: Sujata KI-28012 900-Watt Juicer Mixer Grinder with 2 Jars (White), price: 7929.0"
"Do you have a DREAM CARE Waterproof & Dustproof Washing Machine Cover Front Load & Fully Automatic Suitable for 6 kg, 6.2 kg, 6.5 kg (61... for under 999.0?","product name: DREAM CARE Waterproof & Dustproof Washing Machine Cover Front Load & Fully Automatic Suitable for 6 kg, 6.2 kg, 6.5 kg (61..., price: 999.0"
"Is there any Prestige Omega Die-Cast Plus Non-Stick Dosa Tawa, 27 Cm available for less than 2250.0?","product name: Prestige Omega Die-Cast Plus Non-Stick Dosa Tawa, 27 Cm, price: 2250.0"
Is there any Generic Polyurethane PU Air Tube Tubing Pipe Hose 8mm x 5mm Dia 10M Long Blue available for less than 599.0?,"product name: Generic Polyurethane PU Air Tube Tubing Pipe Hose 8mm x 5mm Dia 10M Long Blue, price: 599.0"
Do you have a Crompton HS Plus 1200 mm (48 inch) High Speed Energy Efficient 53W Ceiling Fan (Opal White) for under 2899.0?,"product name: Crompton HS Plus 1200 mm (48 inch) High Speed Energy Efficient 53W Ceiling Fan (Opal White), price: 2899.0"
I need a Regalo Big Size Multipurpose Laundry Basket/Bin/Bucket With Lid For Toy/Cloth/Multi-utility Storage (Grey). It should cost less than 1499.0.,"product name: Regalo Big Size Multipurpose Laundry Basket/Bin/Bucket With Lid For Toy/Cloth/Multi-utility Storage (Grey), price: 1499.0"
"I need a Nitasha Waterproof and dustproof Fridge Cover Whirlpool 190 litres 3 Star Single Door Refrigerator, Lumina Steel Icemagic .... It should cost less than 999.0.","product name: Nitasha Waterproof and dustproof Fridge Cover Whirlpool 190 litres 3 Star Single Door Refrigerator, Lumina Steel Icemagic ..., price: 999.0"
"I need a Havells UTC Alkaline with 100% RO & UV Purified Alkaline Water Purifier (Grey and White), 8 litre. It should cost less than 24358.0.","product name: Havells UTC Alkaline with 100% RO & UV Purified Alkaline Water Purifier (Grey and White), 8 litre, price: 24358.0"
"I wish to buy a Amazon Brand - Umi. Top Load Washing Machine Cover Suitable for Whirlpool Front Panel 6 kg, 6.2 kg, 6.5 kg, 7 kg, 7.5 kg (.... My price limit is 499.0.","product name: Amazon Brand - Umi. Top Load Washing Machine Cover Suitable for Whirlpool Front Panel 6 kg, 6.2 kg, 6.5 kg, 7 kg, 7.5 kg (..., price: 499.0"
"I want to purchase a InstaCuppa Coffee Mug Warmer for Desk with 4 Adjustable Temperature Settings - Min 50*C - Max 80*C, 8 Hour Auto Shut Off, .... The price should be no more than 2499.0.","product name: InstaCuppa Coffee Mug Warmer for Desk with 4 Adjustable Temperature Settings - Min 50*C - Max 80*C, 8 Hour Auto Shut Off, ..., price: 2499.0"
